,tweet,user,location
953,"rt @sreekanth324: #east godavari #oxygen

#verified  ✅

oxygen cylinders available for home delivery

contact: 9010329995

#covid19indiahelp",NameisPhani,
954,"rt @vmbjp: thanks to @railminindia &amp; @piyushgoyal ji for providing kerala with 118 mt of oxygen. 

the first oxygen train to kerala arrived…",mp_chennai,
955,"rt @csir_cmeri: the press information bureau, kolkata covers the #oxygen enrichment and #water purification #technology transfer event in b…",DrHarishHirani1,
956,rt @concorarea3: 2nd consignment for #hyderabad with 80 mt of #oxygen (lmo) in 4 cryogenic tank containers of 20 mt each from jamnagar has…,ConcorNwr,"Ahemdabad, Gujarat"
957,#subodhchopra hd recovered fm #covid19 but ws be readdmitted to #hospital after his #oxygen levels dropped.… https://t.co/aigmamu8cj,raju0524,
958,"rt @devisinh: #bedsavailability at 
medicity hospital  
#ahmedabad

general beds 177 
oxygen beds 82 
icu beds 04 

#ahmedabad #oxygen #dev…",ShahJinal20293,
959,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",Dineshk43584304,
960,#andhrapradesh | teams from naval dockyard visakhapatnam have repaired 2 #oxygen plants at nellore &amp; shri kalahasth… https://t.co/4lihmndcrv,MBCTVODISHA,"Bhubaneshwar, India"
961,"rt @ajaw_: verified at 11.15 am this morning.

3 of each type a (8 ltr) and type b (max capacity) o2 cylinders available. needs to be picke…",HariPyt,"Chennai, India"
962,"rt @concorarea3: @concor_india has been moving #oxygen tank containers by rail across india for covid19
2 trains for #andhra pradesh-1. 40…",ConcorNwr,"Ahemdabad, Gujarat"
963,"rt @vikramdevinc: #oxygen #concentrator available in #jaipur 

contact : +919465872595

verified on 16th may at 11:20 am by @teamkohinoor @…",DkAmarpura,
964,"rt @nagakarthijk: my reach here is bad but here goes an attempt #nagaland #oxygen 

@golannaulak @ambajamir @devakishor @eanagaland https:/…",chekhalo,"Kohima, Nagaland"
965,"rt @hadhikari: when the death of the citizens is just  statistics for the government all we can do is pray 🙏. 
situation is out of control…",dravinashkayast,Nepal
966,the success journey we sharing with @drvivekbindra is priceless. for the first time he asked something from us &amp; th… https://t.co/e7j3joe006,Somnath50709631,Kolkata
967,"rt @anupamrajsingh2: 2.15 lkh #trees ,mostly endemic and medicinal, to be chopped in draught prone bundelkhand. wildlife losses- huge. 5.59…",toi_claraL,
968,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,JaiPrakashVar10,"Ahmadabad City, India"
969,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",rpsinghkhalsa,NEW DELHI
970,"rt @resourcesind: oxygen beds + icu beds + oxygen cylinders + ambulance services are available in #delhi
data verified by us at
9:00 pm ✅…",ZenDesign10,
971,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,thomas_john__,"Bengaluru, India"
972,"rt @resourcesind: oxygen beds + icu beds + oxygen cylinders + ambulance services are available in #mumbai #pune
data verified by us at
9:00…",ZenDesign10,
973,"rt @resourcesind: home #icu are available in #mumbai

data verified by us at
6:00 pm ✅

note: if mobile no. can not be reachable then prefe…",ZenDesign10,
974,"rt @resourcesind: if you need anything related to #covid19 in #lucknow then you should contact this ngo! 
they are providing every #help to…",ZenDesign10,
975,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,BadmashJimmy,
976,"rt @opencritcareorg: new ‼️ #covid19 literature 📖added: @who provides an #oxygen survey tool for district and regional hospitals: 
https://…",tapasnair,
977,"rt @shivanjalingo: 6 #oxygen beds, 4 #isolation beds, 2 #icu without ventilators available at
avasa hospital, #hyderabad
contact-7730012233…",Satya9999S,Westgodavari 
978,"rt @hydcovid: absolutely free normal beds and #oxygen beds available at stanns hospital,jahanuma, #hyderabad
from help hyd &amp; iqra group -so…",GMK07,"North Pole, AK"
979,"rt @sarswatshyam: #oxygen #concentrator available in #jaipur 

contact : +919465872595

verified on 16th may at 11:20 am",ZenDesign10,
980,"rt @sarswatshyam: if anybody want #beds/#oxygen/#biabp in #hydrabad or #telangana i will try to arrange…
mr. arvind :- 7670910314

verified…",ZenDesign10,
981,"rt @csir_cmeri: the press information bureau, kolkata covers the #oxygen enrichment and #water purification #technology transfer event in b…",IshitaS56559037,"Durgapur, India"
982,update for #oxygenrefilling in #dehradun #uttarakhand #verified by #pagcfoundation  #covidemergency2021 #covid19… https://t.co/hkhtxior3o,PAGCfoundation,"Patna, India"
983,"rt @sarswatshyam: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",ZenDesign10,
984,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",MilluRoma,
985,"rt @concornwr: to provide uninterrupted #o2 to #covid-19 patients,
@concor_india is moving #oxygen trains across india. #oxygenexpress trai…",ConcorNcr,
986,"rt @mahendermanral: for the lack of #oxygen.  

https://t.co/9ojehvt9mr https://t.co/mt21i0ntlo",goldey_3,saudi arabia
987,try #proning while you feel uncomfortable during #covid19india to increase #oxygen  naturally https://t.co/dj325z3lga,imW_Akhtar,"Bhubaneshwar, India"
988,"rt @concorarea3: @concor_india has been moving #oxygen tank containers by rail across india for covid19
2 trains for #andhra pradesh-1. 40…",ConcorNcr,
989,update for #oxygenrefilling in #westbengal #verified by #pagcfoundation  #covidemergency2021 #covid19… https://t.co/q9zeg1qkgh,PAGCfoundation,"Patna, India"
990,"rt @shivanjalingo: 5 #oxygen beds available at ##hyderabad 
rishitha hospital
contact-8179898539
verified by  @shivanjalingo  
at 11:33 am…",DRMMJOSHI1,India
991,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,ghazali_danish,New Delhi
992,rt @concorarea3: 2nd consignment for #hyderabad with 80 mt of #oxygen (lmo) in 4 cryogenic tank containers of 20 mt each from jamnagar has…,ConcorNcr,
993,"#concentrator #delhi #ncr #faridabad #gaziabad #noida #gurgaon  #covidresources, #covidsos for #oxygen… https://t.co/ozvyav2pdh",wwwhoneyarora,"New Delhi, India"
994,"the press information bureau, kolkata covers the #oxygen enrichment and #water purification #technology transfer ev… https://t.co/r0ut3o9ugn",CSIR_CMERI,"Durgapur, India"
995,"rt @shivanjalingo: 6 #oxygen beds, 4 #isolation beds, 2 #icu without ventilators available at
avasa hospital, #hyderabad
contact-7730012233…",alapati3636,"Hyderabad, India"
996,"rt @concorarea3: @concor_india has been moving #oxygen tank containers by rail across india for covid19
2 trains for #andhra pradesh-1. 40…",sujith_,"Kerala(home town), New Delhi"
997,"6 #oxygen beds, 4 #isolation beds, 2 #icu without ventilators available at
avasa hospital, #hyderabad
contact-77300… https://t.co/r2sajrthyq",shivanjalingo,
998,"rt @j_yduvnsi: free oxygen concentrator delhi/ncr... #oxygen at your door !👇👇
give a missed call-  📞022-61403615
@sonusood sir
❤❤❤❤❤ 
https…",paras4196,
999,"rt @aaravseth_: #sunday4securedfuture is back in action.🤝
planted a #treeofhope🌳 to surpass this phase from my country &amp; world. 
lets plant…",btkrth,"Groningen, Niederlande"
1000,"rt @mahendermanral: for the lack of #oxygen.  

https://t.co/9ojehvt9mr https://t.co/mt21i0ntlo",Kanwaljit08,
1001,rt @mkheatsinks: oxygen concentrator with 3 years warranty advertisement in today's ht #mustread #oxygenemergency #oxygen #concentrator #co…,SonnuSood,"Mumbai, India"
1002,y’all thought it was over? nope. new season of the “bad girls club” on the @thezeusnetwork so suscribe!!!… https://t.co/hq6cpqkt95,ALOHA_B0Y,"Chicago, Il/ EwaBeach Hawai'i"
1003,"rt @bikuengr: #covidemergencyindia 
#covidemergency 

ranchi oxygen cylinder refill available.

#verified 
#ranchi #oxygen 
#oxygenrefill
#…",SonnuSood,"Mumbai, India"
1004,rt @switchindiaorg: we will be creating a thread for sharing consolidated and verified information about #mumbai #hospitalbed #ventilator #…,BabliKu23133587,
1005,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",debasish_224,India
1006,"rt @shivanjalingo: #icu and #oxygen beds both are available 
location - divine multispeciality hospital and cancer center , wazirabad , #de…",willyoustopitt,
1007,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",SisirTarafder,
1008,div com #jammu visited #smgs hospital to inspect the progress on 3000 lpm #oxygen generation plant. directed concer… https://t.co/ch7509gagc,enewsjammu,"Jammu, Jammu And Kashmir"
1009,"rt @jay_nidamanuri: #sos tirupathi 
two elderly people need one #icubed and one #oxygen bed in same  hospital
@heromanoj1 @tprdtcollector @…",Vizagpowerstar,Vizag/Hyderabad 
1010,"through this sale, the actor managed to arrange for 3 oxygen concentrators in hyderabad. he also stated more concen… https://t.co/gdi9ep7bw1",freightwalla,"Mumbai, India"
1011,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",Malvika19686148,"New Delhi, India"
1012,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",bdmeena11,"Jaipur, India"
1013,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",FOBUdhampur,Udhampur
1014,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",khadar_gani,
1015,#tamilnadu chief minister #mkstalin (@mkstalin) has said that the state has received liquid #oxygen from #amsterdam… https://t.co/ksactvvvzg,ians_india,New Delhi
1016,rt @aryan_warlord: #nepal pins hope on #india for #oxygen as it's own supplies run out &amp; #covid19 ravages the country . https://t.co/6qsge5…,rahulsi69158123,
1017,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",DrMiryounis,Phone No = +917006375573
1018,"rt @manishaadiwasii: no old pension scheme 
no proper vaccinations,
no bed available 
no oxygen ......

#ops_कर्मचारी_का_अधिकार
#पुरानी_पें…",ManishaAdiwasii,"Rajasthan, India"
1019,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",RRM_BBSR,"Bhubaneshwar, India"
1020,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",Ankitmalhotra89,Delhi
1021,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",sweetprats,West Bengal
1022,"new #covidfacility at hyatt regency delhi. #verified on 10.05.2021

they are accepting senior patients with mild sy… https://t.co/qzdqkowjz3",Siddhar08698482,
1023,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",UdaySha09861690,
1024,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",AjayBhardwaj_SJ,"Hisar, India"
1025,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",VijaiRai01,"Noida, India"
1026,"rt @pib_india: health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾taking oxyg…",ANONYMOUS818517,
1027,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",captaincool_007,BHARAT
1028,rt @aryan_warlord: #nepal pins hope on #india for #oxygen as it's own supplies run out &amp; #covid19 ravages the country . https://t.co/6qsge5…,Dewbispeaks,Don't know
1029,"health experts on #covid19: 

◾with oxygen saturation 93-94%, there's no need to really take high inflow oxygen
◾ta… https://t.co/l6arsusz23",PIB_India,New Delhi
1030,"rt @nagakarthijk: my reach here is bad but here goes an attempt #nagaland #oxygen 

@golannaulak @ambajamir @devakishor @eanagaland https:/…",AvatShimray,
1031,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",Pintu_INC,"Lakheri, Bundi, Rajasthan"
1032,rt @uttarandhranow: 76.30 mt of #oxygen from #jamnagar to #guntur. #uanow https://t.co/zzhufsdvej,Raj4BJP,"Burbank, CA"
1033,rt @uttarandhranow: 76.30 mt of #oxygen from #jamnagar to #guntur. #uanow https://t.co/zzhufsdvej,rajkarsewak,"Bengaluru South, India"
1034,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",MPNaveenJindal,India🇮🇳
1035,"rt @kishanreddybjp: to ensure adequate #oxygen supplies for #covid19 patients in #telangana, the 6th #oxygenexpress arrived at sanath nagar…",mayur3c2,"Hyderabad, India"
1036,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",rajeshgarg54,
1037,"rt @jsplcorporate: 2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at…",AshishKBarpanda,Odisha/Indian 
1038,rt @madbybtd: our team is initiating a platform to provide free oxygen cylinders to more people reaching out to us. for any kind of assista…,ADARSHT49817402,"देहरादून, भारत"
1039,"#covid #verified  #jabalpur #oxygen
contact: 8517005023
service available: oxygen
city: jabalpur
oxygen beds availa… https://t.co/jnpnktwred",uniformappdotin,India
1040,#nepal pins hope on #india for #oxygen as it's own supplies run out &amp; #covid19 ravages the country . https://t.co/6qsge5spar,Aryan_warlord,"आधा दिल्ली वाला ,हाफ मुंबईकर ,"
1041,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",sanjubhai80,अपने घर पर
1042,"rt @covidhelpchd: *verified lead*
delhi
oxygen cylinder available
50l &amp; 7l
pickup from dwarka sec. 5 
contact - 8377826447 whatsapp only or…",Abhishe93573655,
1043,"#infoalert #verified 
please dm if in need! 

#maharashtra #oxygenconcentrator  #oxygenshortage #oxygencrisis… https://t.co/hydnggukxm",switchindiaorg,"Mumbai, India"
1044,"rt @findcovidleads: oxygen refill service available at various locations in delhi 
contact no.: +91 98991 64012
call them after 11 am.
veri…",nikpitliya,
1045,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",Samirasfc1,
1046,rt @bjpmadhukarap: big boost to #oxygen supply in andhra pradesh as #indiannavy team airlifted from #vizag repairs two major oxygen plants…,bvsnBjp,Guntur
1047,"#sos tirupathi 
two elderly people need one #icubed and one #oxygen bed in same  hospital
@heromanoj1… https://t.co/nsytpjs9vz",Jay_Nidamanuri,"San Francisco, CA"
1048,"rt @itsme_hardik: #pune #oxygen #concentrator

oxygen concentrator available
[5l]

location:- pune
name:-azam
contact no:- 9422026196
reqd:…",imSilent_Soul,
1049,"rt @shivanjalingo: 5 #oxygen beds available ,sardar vallabhbhai  patel covid hospital,
#delhi
contact-7303885606
verified by @shivanjalingo…",11_sai_,Tanuku
1050,"2 tankers carrying 33.14 mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plan… https://t.co/qhzuvnpxhe",JSPLCorporate,
1051,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",Abhishe93573655,
1052,"rt @shivanjalingo: 5 #oxygen beds available ,sardar vallabhbhai  patel covid hospital,
#delhi
contact-7303885606
verified by @shivanjalingo…",alapati3636,"Hyderabad, India"
1053,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",Narayan19620268,india
1054,"5 #oxygen beds available ,sardar vallabhbhai  patel covid hospital,
#delhi
contact-7303885606
verified by… https://t.co/jkdgte0zlc",shivanjalingo,
1055,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",tourismgoi,"New Delhi, India"
1056,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",SVedanthangal,
1057,"rt @kunwarnagendra: he who #plants a #tree plants a #hope 💚💚
#trees #hope #love #oxygen https://t.co/2saj60ufrb",KishorS92083012,
1058,"rt @shivanjalingo: 5 #oxygen beds available, at high land care multispeciality, rz i-48,  main road , palam colony road , raj nagar - i , #…",Gujju_Chhoro,
1059,"""we breathe with plants- they exhale oxygen; we inhale oxygen' david crow

#indoorplants #oxygen #mondayquotes… https://t.co/krg5pjhec0",GulmoharLane,
1060,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",INC4_ever,India
1061,"aadhaar otp system started to distribute food grains in fair price shops
https://t.co/wtk2vmrh5p
#newsonline #news… https://t.co/9vlcif3wyc",newsonline_chd,Chandigarh
1062,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",Amankr49949000,
1063,"rt @franceinindia: #francestandswithindia | the second shipment of 40 tons of #oxygen, donated by 🇫🇷 @airliquidegroup and filled in #qatar…",numer0zero,India
1064,"rt @abbasansarid1: district  hospital #medical #oxygen plant #ramban nearing completion; 2 more sanctioned for banihal, batote :dc
@dcramba…",BotJammu,
1065,"rt @aapka_neighbour: russia ne #sputnik di
us ne #oxygen di
europe ne #medicine #equipment
uk ne #concentrator #ventilator
australia ne #pp…",Archit_Jain_99,India
1066,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",GokulChandSha10,
1067,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",ranjini_2,India
1068,#easternnavalcommand repairs two unused #oxygen plants in #nellore and #srikalahasti brings them into use. #uanow https://t.co/pezga3e7sj,UttarandhraNow,"Vizag, INDIA 🇮🇳"
1069,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",MRITYUDAATA25,
1070,"rt @jsplcorporate: 3 tankers carrying 49mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at jspl…",JYOTISAO,RAIGARH
1071,"5 #oxygen beds available, at high land care multispeciality, rz i-48,  main road , palam colony road , raj nagar -… https://t.co/ttrodnrxpe",shivanjalingo,
1072,"rt @rubymis76968957: #verified on 15.05.2021

the new #covidfacility at hyatt regency delhi offering 5 lpm oxygen concentrator per patient…",nesbeth_rani,Jamaica
1073,"rt @radiochinarfm: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provision of icu beds, #oxygen…",borse_hiraman,
1074,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",Sandhya24248661,"Choolaimedu, Egmore Nungambakkam"
1075,"rt @gmsrailway: tamil nadu received its third loaded #oxygen express from tata nagar (psta) siding in jharkhand at inland container depot,…",cpro_mcfrbl,
1076,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",AathreyaSBhat,"San Jose, CA"
1077,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",Rohankr18,
1078,"rt @bikuengr: #covidemergencyindia 
#covidemergency 

ranchi oxygen cylinder refill available.

#verified 
#ranchi #oxygen 
#oxygenrefill
#…",Sivakum86782961,
1079,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",teja_senapathi,
1080,"rt @rubymis76968957: #verified on 15.05.2021

the new #covidfacility at hyatt regency delhi offering 5 lpm oxygen concentrator per patient…",Covid19Help10,
1081,"#verified on 15.05.2021

the new #covidfacility at hyatt regency delhi offering 5 lpm oxygen concentrator per patie… https://t.co/id3ih9iq6z",RubyMis76968957,
1082,"20 #oxygen beds available in
mansaram hospital
8285853737 delhi,
 verified by @shivanjalingo
 at 10.40 am 17.5.2021… https://t.co/trwebytgfl",shivanjalingo,
1083,"#covidemergencyindia 
#covidemergency 

ranchi oxygen cylinder refill available.

#verified 
#ranchi #oxygen… https://t.co/6anfdwfgkv",Bikuengr,Kolkata
1084,"rt @ga_pansare: charlie hebdo wrote, 33 million deities in india and not even one deity capable of producing #oxygen 

let's unitedly call…",PoornimaBhat11,
1085,"rt @kishanreddybjp: to ensure adequate #oxygen supplies for #covid19 patients in #telangana, the 6th #oxygenexpress arrived at sanath nagar…",TheAdamya,"الشارقة, الامارات العربية المت"
1086,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",KumarAN83349147,
1087,"#transports  of liquid #oxygen  : tn govt deputes 2 officers to bhubaneswar, rourkela

#bhubaneswar #kalinganagar… https://t.co/tt94cajddn",Updatenews360E,"India, Tamil Nadu"
1088,"paediatric task force constituted to study anticipated scenario of third wave of covid-19
https://t.co/h3rgq7lswk… https://t.co/4wgpgerp4g",newsonline_chd,Chandigarh
1089,"my schedule this week 
#thedujinn review 
#oxygen review 
#supermanandlois episode 6 review 
#dreamhorse early scre… https://t.co/xd4q5femkd",moviere09350416,Buffalo NY
1090,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",Shivamk58394275,Delhi
1091,"seva kitchen aims to help thousands of people in nagpur, but they can’t do it without your help.
your contribution… https://t.co/o7p9ptpgag",SocialLensHQ,"Prabhadevi, Mumbai"
1092,76.30 mt of #oxygen from #jamnagar to #guntur. #uanow https://t.co/zzhufsdvej,UttarandhraNow,"Vizag, INDIA 🇮🇳"
1093,"rt @abhyudayjindal: a moment of pride for the entire @jindal_official family as @cmohry inaugurated the 500-bedded, oxygen enabled hospital…",gaurav11june,india
1094,rt @aaibplairport: aai's bhopal airport @aaibplairport facilitated transportation of two 12 mt capacity empty #oxygen tankers  today  to ra…,Sebasti72927967,
1095,rt @newindianxpress: #covid19 patients on home care should not take #remdesivir medication and they should get admitted at a hospital if th…,lob_mukherjee,Kolkata
1096,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",Ajay66268190,"New Delhi, India"
1097,"ranchi oxygen cylinder refill available.
#verified 
#ranchi #oxygen 
#oxygenrefill
#ranchifightscorona
#covid… https://t.co/jcsy5krjoz",2510utkarsh,"Chhindwara, India"
1098,"""are we doing enough for the #children?"" melissa fleming interviews yasmin ali haque - ... -… https://t.co/nwi2gbviwn",TheGlobalHerald,
1099,"rt @infomubashir: our journey in state starts with #atmagaurav but with in 7 years but we lost it &amp; asking for #vaccine , #medicine , #hosp…",AhmedYaadrakhye,"Hyderabad, India"
1100,"seva kitchen aims to help thousands of people in nagpur, but they can’t do it without your help.
your contribution… https://t.co/vir7fahdl2",ToolBoxIndia,"Mumbai, India"
1101,"rt @bikuengr: #covidemergencyindia 
#covidemergency 

#vishakapatnam #vizag

#plasma , #ambulance and #oxygen services are being provided w…",Priyank09883635,
1102,"rt @kishanreddybjp: to ensure adequate #oxygen supplies for #covid19 patients in #telangana, the 6th #oxygenexpress arrived at sanath nagar…",Ravikir20564877,"Hyderabad, India"
1103,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",NeelamS00697375,
1104,"rt @rahulgandhi: india is gasping for #oxygen.

thanks to goi’s incompetency &amp; complacency.",SamaySi47956063,
1105,"rt @kishanreddybjp: to ensure adequate #oxygen supplies for #covid19 patients in #telangana, the 6th #oxygenexpress arrived at sanath nagar…",PradeepRao4BJP,"Hyderabad, India"
1106,"rt @radiochinarfm: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provision of icu beds, #oxygen…",Dineshk43584304,
1107,"rt @sirishac: it's a struggle to get a #covid test, a struggle to find a #hospital bed, a struggle to get #oxygen, to have access to a #ven…",dheerajnalluri,
1108,"pradhan mantri garib kalyan package insurance scheme for health workers extended
https://t.co/25ud3m9zmz… https://t.co/in4a51wutm",newsonline_chd,Chandigarh
1109,"rt @mojsdowrrdgr: overcoming all hurdles, railways is continuing its journey of bringing relief by delivering liquid medical #oxygen to var…",SANDEEP42750241,भारत 
1110,rt @xpressandhra: #oxygencrisis: train with 80 tonnes of #oxygen arrives in #andhrapradesh from #gujarat https://t.co/p229fqjg6d via @newin…,Viswanath_TNIE,"Vijayawada, India"
1111,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",sidharatyadavsf,
1112,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",dezmathias,"Bengaluru, India"
1113,"rt @shivanjalingo: #icu and #oxygen beds both are available 
location - divine multispeciality hospital and cancer center , wazirabad , #de…",DRMMJOSHI1,India
1114,"andhra pradesh receives two #oxygenexpress trains with liquid medical oxygen 
#andhrapradesh #guntur #nellore… https://t.co/3edamgvtaq",SakshiPost,"Hyderabad, India"
1115,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",nayak_hussain,"Tenali, India"
1116,"rt @bombay_poetess: please amplify this for those who need this in #delhi 🙏🏼

#oxygen #oxygencrisis #covidsecondwaveinindia #covid19india #…",upwasaner,
1117,"rt @logicalindians: the politician, along with his 1000-member team, has been responding to multiple 3sos messages and helping people find…",RajKuma47739261, India
1118,"#oxygen updates in #delhi #kashmir and #dehradun

https://t.co/rwfhhdrhak

#indiafightscorona #oxygencrisis… https://t.co/yw3kqlvjev",The_CowinMap,
1119,"rt @arunsekhar30: when you are brainwashed with extremist ideology, you can never see the reality. 
#resignpmmodi 
#resignmodi 
#modiresign…",Bharani17314125,
